"Imbalance settlement period (UTC)","+ Imbalance Price [EUR/MWh] - IPA|DK2","+ Scarcity [EUR/MWh] - IPA|DK2","+ Incentive [EUR/MWh] - IPA|DK2","+ Financial Neutrality [EUR/MWh] - IPA|DK2","- Imbalance Price [EUR/MWh] - IPA|DK2","- Scarcity [EUR/MWh] - IPA|DK2","- Incentive [EUR/MWh] - IPA|DK2","- Financial Neutrality [EUR/MWh] - IPA|DK2","Currency","Status","Total Imbalance [MWh] - IPA|DK2","Difference","Situation","Status"
"23.12.2022 01:00 - 23.12.2022 02:00","73.26","","","","73.26","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 02:00 - 23.12.2022 03:00","73.25","","","","73.25","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 03:00 - 23.12.2022 04:00","77.06","","","","77.06","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 04:00 - 23.12.2022 05:00","84.49","","","","84.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 05:00 - 23.12.2022 06:00","139.00","","","","139.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 06:00 - 23.12.2022 07:00","150.00","","","","150.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 07:00 - 23.12.2022 08:00","153.66","","","","153.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 08:00 - 23.12.2022 09:00","288.97","","","","288.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 09:00 - 23.12.2022 10:00","230.00","","","","230.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 10:00 - 23.12.2022 11:00","230.00","","","","230.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 11:00 - 23.12.2022 12:00","230.00","","","","230.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 12:00 - 23.12.2022 13:00","180.11","","","","180.11","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 13:00 - 23.12.2022 14:00","173.50","","","","173.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 14:00 - 23.12.2022 15:00","168.50","","","","168.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 15:00 - 23.12.2022 16:00","223.00","","","","223.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 16:00 - 23.12.2022 17:00","223.00","","","","223.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 17:00 - 23.12.2022 18:00","210.00","","","","210.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 18:00 - 23.12.2022 19:00","198.44","","","","198.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 19:00 - 23.12.2022 20:00","181.34","","","","181.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 20:00 - 23.12.2022 21:00","155.74","","","","155.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 21:00 - 23.12.2022 22:00","148.74","","","","148.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 22:00 - 23.12.2022 23:00","119.90","","","","119.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"23.12.2022 23:00 - 24.12.2022 00:00","106.20","","","","106.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 00:00 - 24.12.2022 01:00","81.55","","","","81.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 01:00 - 24.12.2022 02:00","80.00","","","","80.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 02:00 - 24.12.2022 03:00","33.32","","","","33.32","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 03:00 - 24.12.2022 04:00","36.89","","","","36.89","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 04:00 - 24.12.2022 05:00","48.48","","","","48.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 05:00 - 24.12.2022 06:00","26.00","","","","26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 06:00 - 24.12.2022 07:00","40.34","","","","40.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 07:00 - 24.12.2022 08:00","90.77","","","","90.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 08:00 - 24.12.2022 09:00","145.87","","","","145.87","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 09:00 - 24.12.2022 10:00","153.00","","","","153.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 10:00 - 24.12.2022 11:00","142.00","","","","142.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 11:00 - 24.12.2022 12:00","136.50","","","","136.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 12:00 - 24.12.2022 13:00","148.27","","","","148.27","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 13:00 - 24.12.2022 14:00","151.10","","","","151.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 14:00 - 24.12.2022 15:00","160.33","","","","160.33","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 15:00 - 24.12.2022 16:00","200.00","","","","200.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 16:00 - 24.12.2022 17:00","166.40","","","","166.40","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 17:00 - 24.12.2022 18:00","149.68","","","","149.68","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 18:00 - 24.12.2022 19:00","138.79","","","","138.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 19:00 - 24.12.2022 20:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 20:00 - 24.12.2022 21:00","155.00","","","","155.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 21:00 - 24.12.2022 22:00","165.00","","","","165.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 22:00 - 24.12.2022 23:00","161.79","","","","161.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"24.12.2022 23:00 - 25.12.2022 00:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 00:00 - 25.12.2022 01:00","140.00","","","","140.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 01:00 - 25.12.2022 02:00","60.00","","","","60.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 02:00 - 25.12.2022 03:00","33.50","","","","33.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 03:00 - 25.12.2022 04:00","33.50","","","","33.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 04:00 - 25.12.2022 05:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 05:00 - 25.12.2022 06:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 06:00 - 25.12.2022 07:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 07:00 - 25.12.2022 08:00","28.00","","","","28.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 08:00 - 25.12.2022 09:00","28.00","","","","28.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 09:00 - 25.12.2022 10:00","30.00","","","","30.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 10:00 - 25.12.2022 11:00","121.36","","","","121.36","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 11:00 - 25.12.2022 12:00","55.00","","","","55.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 12:00 - 25.12.2022 13:00","70.00","","","","70.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 13:00 - 25.12.2022 14:00","151.00","","","","151.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 14:00 - 25.12.2022 15:00","25.00","","","","25.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 15:00 - 25.12.2022 16:00","22.50","","","","22.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 16:00 - 25.12.2022 17:00","22.50","","","","22.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 17:00 - 25.12.2022 18:00","22.50","","","","22.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 18:00 - 25.12.2022 19:00","22.50","","","","22.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 19:00 - 25.12.2022 20:00","27.50","","","","27.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 20:00 - 25.12.2022 21:00","27.50","","","","27.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 21:00 - 25.12.2022 22:00","28.00","","","","28.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 22:00 - 25.12.2022 23:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"25.12.2022 23:00 - 26.12.2022 00:00","10.00","","","","10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 00:00 - 26.12.2022 01:00","2.69","","","","2.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 01:00 - 26.12.2022 02:00","-5.00","","","","-5.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 02:00 - 26.12.2022 03:00","-26.00","","","","-26.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 03:00 - 26.12.2022 04:00","-10.00","","","","-10.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 04:00 - 26.12.2022 05:00","-7.00","","","","-7.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 05:00 - 26.12.2022 06:00","4.23","","","","4.23","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 06:00 - 26.12.2022 07:00","4.19","","","","4.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 07:00 - 26.12.2022 08:00","25.00","","","","25.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 08:00 - 26.12.2022 09:00","25.00","","","","25.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 09:00 - 26.12.2022 10:00","59.30","","","","59.30","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 10:00 - 26.12.2022 11:00","59.00","","","","59.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 11:00 - 26.12.2022 12:00","54.90","","","","54.90","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 12:00 - 26.12.2022 13:00","29.99","","","","29.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 13:00 - 26.12.2022 14:00","32.64","","","","32.64","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 14:00 - 26.12.2022 15:00","33.99","","","","33.99","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 15:00 - 26.12.2022 16:00","47.63","","","","47.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 16:00 - 26.12.2022 17:00","49.49","","","","49.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 17:00 - 26.12.2022 18:00","94.37","","","","94.37","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 18:00 - 26.12.2022 19:00","85.00","","","","85.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 19:00 - 26.12.2022 20:00","101.00","","","","101.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 20:00 - 26.12.2022 21:00","94.50","","","","94.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 21:00 - 26.12.2022 22:00","27.00","","","","27.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 22:00 - 26.12.2022 23:00","18.48","","","","18.48","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"26.12.2022 23:00 - 27.12.2022 00:00","18.94","","","","18.94","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 00:00 - 27.12.2022 01:00","9.98","","","","9.98","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 01:00 - 27.12.2022 02:00","60.00","","","","60.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 02:00 - 27.12.2022 03:00","41.50","","","","41.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 03:00 - 27.12.2022 04:00","37.50","","","","37.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 04:00 - 27.12.2022 05:00","19.59","","","","19.59","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 05:00 - 27.12.2022 06:00","30.42","","","","30.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 06:00 - 27.12.2022 07:00","70.03","","","","70.03","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 07:00 - 27.12.2022 08:00","81.38","","","","81.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 08:00 - 27.12.2022 09:00","95.20","","","","95.20","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 09:00 - 27.12.2022 10:00","93.63","","","","93.63","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 10:00 - 27.12.2022 11:00","105.82","","","","105.82","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 11:00 - 27.12.2022 12:00","82.50","","","","82.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 12:00 - 27.12.2022 13:00","75.00","","","","75.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 13:00 - 27.12.2022 14:00","86.74","","","","86.74","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 14:00 - 27.12.2022 15:00","110.00","","","","110.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 15:00 - 27.12.2022 16:00","144.02","","","","144.02","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 16:00 - 27.12.2022 17:00","158.69","","","","158.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 17:00 - 27.12.2022 18:00","164.69","","","","164.69","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 18:00 - 27.12.2022 19:00","120.00","","","","120.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 19:00 - 27.12.2022 20:00","90.77","","","","90.77","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 20:00 - 27.12.2022 21:00","68.58","","","","68.58","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 21:00 - 27.12.2022 22:00","66.61","","","","66.61","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 22:00 - 27.12.2022 23:00","62.93","","","","62.93","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"27.12.2022 23:00 - 28.12.2022 00:00","11.92","","","","11.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 00:00 - 28.12.2022 01:00","-16.81","","","","-16.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 01:00 - 28.12.2022 02:00","-6.72","","","","-6.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 02:00 - 28.12.2022 03:00","-20.84","","","","-20.84","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 03:00 - 28.12.2022 04:00","-14.79","","","","-14.79","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 04:00 - 28.12.2022 05:00","-16.00","","","","-16.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 05:00 - 28.12.2022 06:00","-5.38","","","","-5.38","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 06:00 - 28.12.2022 07:00","10.76","","","","10.76","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 07:00 - 28.12.2022 08:00","14.12","","","","14.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 08:00 - 28.12.2022 09:00","69.62","","","","69.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 09:00 - 28.12.2022 10:00","92.50","","","","92.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 10:00 - 28.12.2022 11:00","92.19","","","","92.19","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 11:00 - 28.12.2022 12:00","90.00","","","","90.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 12:00 - 28.12.2022 13:00","100.00","","","","100.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 13:00 - 28.12.2022 14:00","115.00","","","","115.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 14:00 - 28.12.2022 15:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 15:00 - 28.12.2022 16:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 16:00 - 28.12.2022 17:00","151.50","","","","151.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 17:00 - 28.12.2022 18:00","153.49","","","","153.49","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 18:00 - 28.12.2022 19:00","135.00","","","","135.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 19:00 - 28.12.2022 20:00","40.34","","","","40.34","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 20:00 - 28.12.2022 21:00","-14.12","","","","-14.12","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 21:00 - 28.12.2022 22:00","0.00","","","","0.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 22:00 - 28.12.2022 23:00","-16.81","","","","-16.81","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"28.12.2022 23:00 - 29.12.2022 00:00","1.45","","","","1.45","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 00:00 - 29.12.2022 01:00","1.43","","","","1.43","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 01:00 - 29.12.2022 02:00","0.66","","","","0.66","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 02:00 - 29.12.2022 03:00","0.55","","","","0.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 03:00 - 29.12.2022 04:00","0.44","","","","0.44","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 04:00 - 29.12.2022 05:00","0.10","","","","0.10","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 05:00 - 29.12.2022 06:00","1.42","","","","1.42","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 06:00 - 29.12.2022 07:00","9.92","","","","9.92","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 07:00 - 29.12.2022 08:00","22.97","","","","22.97","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 08:00 - 29.12.2022 09:00","30.46","","","","30.46","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 09:00 - 29.12.2022 10:00","30.72","","","","30.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 10:00 - 29.12.2022 11:00","29.62","","","","29.62","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 11:00 - 29.12.2022 12:00","26.15","","","","26.15","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 12:00 - 29.12.2022 13:00","19.00","","","","19.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 13:00 - 29.12.2022 14:00","19.00","","","","19.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 14:00 - 29.12.2022 15:00","25.14","","","","25.14","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 15:00 - 29.12.2022 16:00","26.60","","","","26.60","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 16:00 - 29.12.2022 17:00","34.54","","","","34.54","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 17:00 - 29.12.2022 18:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 18:00 - 29.12.2022 19:00","68.00","","","","68.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 19:00 - 29.12.2022 20:00","59.50","","","","59.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 20:00 - 29.12.2022 21:00","25.01","","","","25.01","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 21:00 - 29.12.2022 22:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 22:00 - 29.12.2022 23:00","20.00","","","","20.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"29.12.2022 23:00 - 30.12.2022 00:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 00:00 - 30.12.2022 01:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 01:00 - 30.12.2022 02:00","33.00","","","","33.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 02:00 - 30.12.2022 03:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 03:00 - 30.12.2022 04:00","25.55","","","","25.55","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 04:00 - 30.12.2022 05:00","39.00","","","","39.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 05:00 - 30.12.2022 06:00","52.50","","","","52.50","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 06:00 - 30.12.2022 07:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 07:00 - 30.12.2022 08:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 08:00 - 30.12.2022 09:00","51.00","","","","51.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 09:00 - 30.12.2022 10:00","26.09","","","","26.09","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 10:00 - 30.12.2022 11:00","24.72","","","","24.72","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 11:00 - 30.12.2022 12:00","24.13","","","","24.13","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
"30.12.2022 12:00 - 30.12.2022 13:00","55.00","","","","55.00","","","","EUR","Estimated","n/e","n/e","n/e","n/e"
